head_entity_text,tail_entity_text,predicted_label,true_label
maternity wards,chaos,"Entity-Destination (e1, e2)",Other
gold,quartz tube,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
system,antennas,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
cranberry,jelly,"Product-Producer (e1, e2)","Entity-Origin (e2, e1)"
man,stone,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
world,life,Other,Other
Chocolates,acne,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
gunshot,forearm,"Cause-Effect (e2, e1)",Other
pan,spaghetti,"Content-Container (e2, e1)","Content-Container (e2, e1)"
emperor,decree,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
machine,reservoir,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
box,braces,"Content-Container (e2, e1)","Content-Container (e2, e1)"
moment,minutes,Other,Other
coughing,allergies,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
disturbance,overpopulation,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
industry,economy,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
pillar,bridge,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
announcement,stir,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
protein,cancer,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
blacksmith,forge,Other,"Instrument-Agency (e2, e1)"
wheat,whisky,"Entity-Origin (e1, e2)","Entity-Origin (e2, e1)"
cell,bees,Other,"Product-Producer (e1, e2)"
images,web page,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
stern,boat,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
firm,head,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
lines,terminal,"Entity-Destination (e1, e2)",Other
guard,chuckle,Other,Other
electrode,top,Other,"Entity-Origin (e1, e2)"
confederacy,clans,"Member-Collection (e2, e1)","Member-Collection (e2, e1)"
communists,wall,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
Danger,routine,"Component-Whole (e1, e2)",Other
criticism,religion,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
tube,beaker,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
formation,dragoons,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
tomatoes,pail,"Entity-Origin (e1, e2)",Other
guard,look,Other,Other
deformation,filling,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
headaches,allergies,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
constable,ravens,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
pin,grenade,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
nursery,stars,"Entity-Destination (e1, e2)","Member-Collection (e2, e1)"
breakdown,war,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
wizard,interface,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
body,trunk,"Content-Container (e1, e2)","Content-Container (e1, e2)"
technical terms,glossary section,"Entity-Destination (e1, e2)","Message-Topic (e2, e1)"
remark,person,"Message-Topic (e1, e2)","Entity-Origin (e1, e2)"
bill,commerce,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
artery,arch,"Component-Whole (e1, e2)",Other
magazine,life,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
walls,fortress,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
craftsperson,representation,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
drug,matrix,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
text,grammars,Other,"Product-Producer (e1, e2)"
queen,cage,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
claim,quarters,"Message-Topic (e1, e2)","Entity-Origin (e1, e2)"
bolt,handle,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
press release,studio,"Message-Topic (e1, e2)","Entity-Origin (e1, e2)"
hunger,unrest,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
ulcers,infectious agent,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
political science,government,"Message-Topic (e1, e2)",Other
states,counties,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
hide,tigers,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
products,defendant,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
fisherman,boat,Other,"Instrument-Agency (e2, e1)"
inconvenience,fence,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
waves,nausea,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
sweetcorn,cobs,"Component-Whole (e1, e2)","Product-Producer (e2, e1)"
person,couverture,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
images,reliquary,"Content-Container (e1, e2)","Content-Container (e1, e2)"
house,garage,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
water,hole,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
speech,conversation,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
product,house,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
deck,cards,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
fire,accident,Other,Other
profits,inflation,"Entity-Destination (e1, e2)",Other
team,insulation,"Entity-Destination (e1, e2)","Product-Producer (e2, e1)"
snow,snowdrifts,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
furniture,maker,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
sparrows,wall,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
stand,gang violence,"Message-Topic (e1, e2)",Other
commissioner,officers,"Instrument-Agency (e2, e1)",Other
wool,industry,"Component-Whole (e1, e2)","Product-Producer (e1, e2)"
orders,legislation,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
theory,napkin,"Content-Container (e1, e2)",Other
researchers,fat,Other,Other
help,quarter,"Entity-Origin (e2, e1)","Entity-Origin (e1, e2)"
area,pen,"Entity-Destination (e1, e2)",Other
guns,safe,"Content-Container (e1, e2)","Content-Container (e1, e2)"
author,book,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
clot,seizure,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
radiation,microwaves,Other,"Cause-Effect (e2, e1)"
brew,tank,"Content-Container (e1, e2)","Content-Container (e1, e2)"
orchard,cherries,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
lions,flippers,"Instrument-Agency (e2, e1)","Component-Whole (e2, e1)"
leash,deer,Other,"Member-Collection (e2, e1)"
child,nail,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
boredom,violence,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
robots,components,"Component-Whole (e1, e2)","Product-Producer (e1, e2)"
steps,ladder,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
wheat,beer,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
couple,clowns,Other,"Member-Collection (e2, e1)"
wainwright,shapes,Other,Other
children,relatives,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
pendant,bail,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
mainspring,watch,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
population,peak,Other,Other
data,study,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
ring,power,"Component-Whole (e1, e2)",Other
verses,nature,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
struggle,disturbance,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
computer company,problems,Other,Other
evacuation,explosion,"Cause-Effect (e1, e2)","Cause-Effect (e2, e1)"
message,friend,"Message-Topic (e1, e2)","Product-Producer (e1, e2)"
trio,blaze,Other,Other
information,public domain,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
alcohol,drink,"Component-Whole (e1, e2)",Other
Fish,liver,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
incidents,injuries,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
wind,fire,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
patient,nostrils,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
visitor,stars,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
Politicians,teachings,"Entity-Destination (e1, e2)","Instrument-Agency (e2, e1)"
name,article,"Message-Topic (e1, e2)",Other
bubbles,air,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
thugs,behaviour,Other,Other
gifts,base,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
complication,irradiation,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
body,knowledge,"Component-Whole (e1, e2)",Other
news,tradition,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
drippings,sauerkraut,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
women,style,Other,"Product-Producer (e2, e1)"
word,term,Other,"Entity-Origin (e1, e2)"
operation,grain,Other,Other
Hiring,beers,Other,Other
bombing,deaths,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
candidate,program,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
larvae,vial,"Content-Container (e1, e2)","Content-Container (e1, e2)"
dule,doves,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
machine,filters,"Instrument-Agency (e1, e2)","Component-Whole (e2, e1)"
error,tags,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
novels,questions,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
steroids,hypertension,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
name,chatrooms,"Message-Topic (e1, e2)",Other
skull,cauldron,"Content-Container (e1, e2)","Content-Container (e1, e2)"
Anti-crime rap,mobiles,"Message-Topic (e1, e2)","Entity-Destination (e1, e2)"
games,chatting,Other,"Entity-Destination (e1, e2)"
universe,heroes,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
figurine,cake,"Content-Container (e1, e2)","Content-Container (e1, e2)"
coolant,bottle,"Content-Container (e1, e2)","Content-Container (e1, e2)"
sorrow,loss,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
investigations,violations,"Message-Topic (e1, e2)",Other
winds,moisture,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
sleeve,sweater,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
drag,atmosphere,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
Endometriosis,infertility,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
flooding,clogging,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
food,animal,"Entity-Origin (e2, e1)","Entity-Origin (e1, e2)"
dips,y-rays,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
vacancy,retirement,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
beginning,documents,Other,"Message-Topic (e2, e1)"
garment,factory,Other,"Product-Producer (e1, e2)"
fragment,gene,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
performance,company,"Product-Producer (e1, e2)","Cause-Effect (e2, e1)"
game,conies,Other,"Member-Collection (e2, e1)"
firefighters,horror,"Message-Topic (e1, e2)",Other
sections,quantitative methods,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
chairman,college,Other,Other
Cutlery,wallet,"Component-Whole (e1, e2)","Content-Container (e1, e2)"
dresses,years,Other,"Entity-Origin (e1, e2)"
tip,brush,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
book chapter,doctrine,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
leader,organization,Other,"Member-Collection (e1, e2)"
text,nature,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
brewer,ales,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
suitcase,suitcase,"Content-Container (e2, e1)","Content-Container (e2, e1)"
rabbits,hutch,"Entity-Destination (e1, e2)","Content-Container (e1, e2)"
trio,artists,Other,Other
cabinet,woofer,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
polynucleotide,species,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
compilation,considerations,Other,Other
couple,weeks,Other,"Member-Collection (e2, e1)"
observations,kinematics,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
pens,tankard,"Content-Container (e1, e2)","Content-Container (e1, e2)"
book,study,"Message-Topic (e1, e2)",Other
discussion,husband,Other,Other
method,scholar,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
References,numbers,Other,Other
Skydivers,island,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
rouleau,sovereigns,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
events,blogs,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
time,painters,Other,Other
egg,female,"Entity-Origin (e2, e1)","Product-Producer (e1, e2)"
cook,pan,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
uniforms,students,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
teacher,school,"Entity-Destination (e1, e2)",Other
products,overseas,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
Brandy,juices,"Entity-Origin (e2, e1)","Entity-Origin (e1, e2)"
director,footage,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
site,network,"Member-Collection (e1, e2)","Component-Whole (e1, e2)"
Demerol,drugs,"Member-Collection (e1, e2)",Other
module,browser,"Component-Whole (e1, e2)","Entity-Destination (e1, e2)"
metro line,station,"Entity-Origin (e1, e2)","Component-Whole (e2, e1)"
boat,port,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
wine,skins,"Content-Container (e1, e2)","Entity-Origin (e1, e2)"
incidents,poisonings,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
substance,letter,"Content-Container (e1, e2)","Content-Container (e1, e2)"
money,custody,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
issues,myth,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
manufacturer,parts,"Component-Whole (e1, e2)","Instrument-Agency (e2, e1)"
conference,pluralism,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
lioness,grief,"Cause-Effect (e2, e1)",Other
caveats,e-mail,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
wolfpack,U-boats,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
woman,house,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
group,shovels,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
sadness,murder,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
light,table-lamp,"Entity-Origin (e2, e1)","Cause-Effect (e2, e1)"
players,stadium,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
sample,powder,"Entity-Origin (e1, e2)",Other
maze,catacombs,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
weapons,navy,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
slope,line,"Component-Whole (e1, e2)",Other
bloat,hippopotamuses,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
squirrel,shirt,"Content-Container (e2, e1)","Entity-Origin (e1, e2)"
remnants,storm,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
king,broom,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
materials,industries,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
umbrella,frame,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
film,salesman,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
casket,ring,"Content-Container (e1, e2)","Entity-Destination (e2, e1)"
